	Significant	y_pred	y_prob
65683	0	False	0.06679714
65682	0	False	0.07608311
65684	0	False	0.05666142
64636	0	False	0.056666087
64640	0	False	0.059802562
64639	0	False	0.064404316
64638	0	False	0.054982428
64637	0	False	0.084482625
20459	0	False	0.060836066
20456	0	True	0.520007
20448	0	False	0.057378236
20445	0	False	0.05674842
20454	0	True	0.1849064
20457	0	False	0.085286655
20460	0	True	0.19691381
20458	0	False	0.06821064
20452	0	False	0.062440146
20455	0	False	0.121264294
20449	0	False	0.05826273
63243	0	True	0.6231276
63251	0	False	0.06809249
63259	0	False	0.080600984
63267	0	False	0.058310784
63235	0	False	0.09696122
63227	0	False	0.054737102
63252	0	False	0.07233099
63228	0	False	0.063047454
63244	0	True	0.52711135
63245	0	False	0.07029804
63215	0	False	0.088841155
63261	0	False	0.060598273
63240	0	False	0.115987584
63232	0	True	0.42595035
63256	0	False	0.083489396
63224	0	False	0.056043524
63248	0	False	0.076339066
63264	0	False	0.05608142
63216	0	False	0.075241305
63246	0	False	0.06476617
63222	0	False	0.053259213
63262	0	False	0.055142153
63249	0	False	0.06666714
63257	0	False	0.09441942
63241	0	False	0.08113668
63225	0	False	0.054842237
63239	0	False	0.07980458
63247	0	False	0.0634579
63263	0	False	0.05280751
63231	1	True	0.72395444
63226	0	False	0.053325895
63258	0	False	0.11525589
63242	0	False	0.09548057
63250	0	False	0.06433248
63266	0	False	0.053543687
63630	0	False	0.13658725
63633	0	False	0.09175857
63637	0	False	0.09175857
63627	0	True	0.1904847
63631	0	False	0.10265217
63623	0	False	0.08964007
63622	1	True	0.44796008
63635	0	False	0.13429919
63632	0	False	0.10278085
63636	0	False	0.10278085
20518	0	False	0.122801736
20516	0	False	0.07964342
20522	0	False	0.122801736
20517	0	True	0.15307705
20525	0	True	0.16443035
20523	0	False	0.07612324
20521	0	True	0.4606833
20519	0	False	0.07612324
10698	0	False	0.060142677
10708	0	False	0.06441469
10710	0	True	0.48615068
10700	0	False	0.06441922
10702	0	False	0.104889825
10703	1	True	0.19898033
10711	0	False	0.11336805
10875	0	False	0.052572444
62996	0	False	0.07459077
63008	0	False	0.05215269
63020	0	False	0.05416044
63002	0	False	0.050561737
63015	0	False	0.056951057
63021	0	False	0.05640715
63004	0	False	0.05048917
63108	0	False	0.05313021
63000	0	False	0.07268683
63018	1	True	0.22414666
63109	0	False	0.07617545
63016	0	False	0.0774462
62998	0	False	0.06667374
63107	0	False	0.09413764
63110	0	False	0.096665
9615	0	False	0.053916994
9642	0	False	0.052914534
9553	0	False	0.08428146
9762	0	False	0.055973925
9633	0	False	0.050547127
9771	0	False	0.07759335
9651	0	False	0.05507926
9571	0	False	0.06967481
9737	0	False	0.056044847
9728	0	False	0.051298358
9687	0	False	0.055391796
9535	0	False	0.05960987
9747	0	False	0.058839954
9697	0	False	0.059325766
9729	0	False	0.05181813
9661	0	False	0.049974278
9763	0	False	0.06588636
9679	0	False	0.05570555
9670	0	False	0.088158146
9772	0	False	0.08549442
9798	0	False	0.05696122
9616	0	False	0.053066913
9625	0	False	0.07682767
9554	0	False	0.061333477
9828	0	False	0.05414398
9598	0	False	0.06642109
9536	0	False	0.059608407
9813	0	False	0.05912116
9580	0	False	0.0636684
9643	0	False	0.051059697
9537	0	False	0.06138399
9707	0	False	0.093143374
9608	0	False	0.074047536
9680	0	False	0.053426884
9698	0	False	0.0590598
9689	0	False	0.057983555
9590	0	False	0.08153331
9546	0	False	0.060681958
9617	0	False	0.05282743
9748	0	False	0.058576025
9791	0	False	0.060302164
9635	0	False	0.05082878
9782	0	False	0.058881428
9799	0	False	0.05866287
9773	0	False	0.089031726
9814	0	False	0.06088317
9573	0	True	0.18869679
9644	0	False	0.052594878
9662	0	False	0.0514786
9555	0	False	0.07063281
9653	0	False	0.056938637
9800	0	False	0.053420372
9783	0	False	0.058348645
9774	0	False	0.076314494
9815	0	False	0.05545394
9731	0	False	0.051748127
9740	0	False	0.055883896
9717	0	False	0.05219322
9681	0	False	0.056432933
9672	0	False	0.0866295
9627	0	False	0.07113746
9565	0	False	0.055505328
9574	0	False	0.07780409
9793	0	False	0.061945237
9664	0	False	0.053886257
9766	0	True	0.30270213
9628	0	False	0.08435658
9816	0	False	0.059154775
9831	0	False	0.05417493
9801	0	False	0.056993682
9619	0	False	0.06654238
9575	0	True	0.20133123
9539	0	False	0.06048704
9673	0	False	0.085468106
9548	0	False	0.059642278
9610	0	True	0.18350308
9700	0	False	0.057380006
9592	0	False	0.09179671
9682	0	False	0.057284202
9601	0	False	0.0975647
9646	0	False	0.05626442
9718	0	False	0.05471096
9802	0	False	0.060433
9629	1	True	0.6572011
9593	0	False	0.06336687
9892	0	False	0.060516406
9647	0	False	0.122702435
9710	0	False	0.09775261
9683	0	False	0.063223295
9674	0	False	0.122479856
9558	0	False	0.09395373
9767	0	False	0.07417923
9776	0	False	0.092324965
9576	0	False	0.061505195
9785	0	True	0.2523139
9777	0	False	0.09128419
9675	0	False	0.09399586
9734	0	False	0.053747263
9594	0	False	0.058947187
9541	0	False	0.05929496
9720	0	False	0.061074022
9693	0	False	0.059290092
9711	0	False	0.101220444
9786	0	False	0.061868526
9666	0	False	0.052145567
9612	0	False	0.072613515
9621	0	False	0.05322085
9568	0	False	0.06023647
9893	0	True	0.18083198
9768	0	False	0.05807357
10371	0	False	0.059116457
10381	0	False	0.05291995
9796	0	False	0.062274527
9604	0	False	0.059987556
9613	0	False	0.06639666
9622	0	False	0.051603444
9694	0	False	0.057587095
9631	0	False	0.07309652
9649	0	False	0.050469395
9703	0	False	0.058656435
9712	0	False	0.10052976
10382	0	False	0.05131119
9721	0	False	0.05701641
9894	0	True	0.19594951
9834	0	False	0.070644245
9685	0	False	0.056353457
9769	0	False	0.055039443
9804	0	False	0.06818509
9778	0	False	0.083612956
10362	0	False	0.052914657
9551	0	False	0.058260307
9586	0	False	0.0636684
9722	0	False	0.054105222
9713	0	False	0.102064215
9650	0	False	0.049982958
9820	0	False	0.07355769
9623	0	False	0.05270238
10393	0	False	0.056386903
9668	0	False	0.050899178
9543	0	False	0.054813404
9605	0	False	0.060387027
9805	0	False	0.07411871
9686	0	False	0.05544741
9770	0	False	0.05324062
9614	0	False	0.06924444
9806	0	False	0.0590581
9821	0	False	0.059807256
10384	0	False	0.06469612
9755	0	False	0.056916032
10394	0	False	0.074598424
10374	1	True	0.6158499
9756	0	False	0.05572557
