	Significant	y_pred	ABC.Score	distance
0	0	0	0.002413	0.07259027860687034
1	0	0	0.003912	0.07886574661814533
2	0	0	0.000864	0.07533887684392393
3	0	0	0.00137	0.07479758400900424
4	0	0	0.003593	0.08952111297752412
5	0	0	0.001979	0.08594833901883144
6	0	0	0.002991	0.09331843267768236
7	0	0	0.003412	0.07634675050058691
8	0	0	0.003877	0.0781564241443494
9	0	0	0.001674	0.07419281966363703
10	0	0	0.003026	0.07281018149852962
11	0	0	0.002649	0.07398648101800939
12	0	0	0.004187	0.0945338746459494
13	0	0	0.006886	0.07640284873004262
14	0	1	0.04464	0.09913688955261861
15	0	0	0.013367	0.07582006486121409
16	0	0	0.008552	0.07278340293611864
17	0	0	0.008311	0.0747069093220863
18	0	0	0.007073	0.07858994363621646
19	0	0	0.009089	0.07664887569238114
20	0	0	0.003264	0.07453924982662313
21	0	0	0.005125	0.0756106555345151
22	0	0	0.005613	0.07267110311001393
23	0	0	0.003609	0.07400710192130196
24	0	0	0.013828	0.09354505207735164
25	0	0	0.001049	0.07280649749508772
26	0	0	0.008912	0.09266990464546945
27	0	0	0.004646	0.07829242685261353
28	0	0	0.004125	0.07711544996812134
29	0	0	0.00329	0.07271489371044615
30	0	0	0.02156	0.09025531815841885
31	0	0	0.005669	0.08062944715544189
32	0	0	0.014793	0.09018208767804514
33	0	0	0.00389	0.08064512158043043
34	0	0	0.005924	0.07313978406529303
35	0	0	0.008922	0.09079872026506626
36	0	0	0.004493	0.08438326908542772
37	0	0	0.002939	0.07784512418593616
38	0	0	0.003938	0.08537094587928744
39	0	0	0.001524	0.07596719614289388
40	0	0	0.002673	0.07671140872892418
41	0	0	0.000983	0.07319792847656081
42	0	0	0.00146	0.0762251126030034
43	0	0	0.00853	0.08571900010402782
44	0	0	0.006055	0.0837275049086381
45	0	0	0.007257	0.07846541726407405
46	0	0	0.000422	0.0740218338163685
47	0	0	0.000673	0.07238447260070814
48	0	0	0.000797	0.07269386024365396
49	0	0	0.001855	0.08419044023574117
50	0	0	0.002718	0.08075944894268647
51	0	0	0.00135	0.07414552859738241
52	0	0	0.005787	0.09154174484120518
53	0	0	0.002638	0.07582475619606098
54	0	0	0.010754	0.07869877230468782
55	0	0	0.007025	0.08383543548851413
56	0	0	0.002554	0.08876807606840516
57	0	0	0.002748	0.07414502467262886
58	0	0	0.008415	0.0791401919291737
59	0	0	0.007724	0.08761754796864918
60	0	0	0.002609	0.0798592619196904
61	0	0	0.016088	0.09796350596982344
62	0	0	0.002185	0.07282974831989877
63	0	0	0.004067	0.0878167283030466
64	0	0	0.001594	0.0822844996793109
65	0	0	0.004147	0.08349568791935641
66	0	0	0.001796	0.0782500205830417
67	0	0	0.00162	0.07436391796152558
68	0	0	0.001668	0.07437372490156799
69	0	0	0.001594	0.08228357154140138
70	0	0	0.001977	0.08197248970157031
71	0	0	0.002034	0.07731460259653003
72	0	0	0.001854	0.07904632151007919
73	0	0	0.003283	0.08405674747720743
74	0	0	0.001918	0.07472979911450037
75	0	0	0.004031	0.07480500118152214
76	0	0	0.002131	0.0844871620472362
77	0	0	0.002744	0.0731377230151405
78	0	0	0.001434	0.07396855289632642
79	0	0	0.002131	0.08448850556042405
80	0	0	0.001996	0.07332908933806066
81	0	0	0.002626	0.07744107383686778
82	0	0	0.001083	0.07922254646739908
83	0	1	0.096894	0.1066289299625939
84	0	1	0.059994	0.08393329858403657
85	1	1	0.067411	0.09623886784069606
86	0	0	0.01915	0.07457315339915781
87	1	1	0.078607	0.09647892444469892
88	0	1	0.069959	0.0839726176071972
89	0	1	0.112987	0.10586255620595343
90	0	1	0.044915	0.10445466730845238
91	0	0	0.008877	0.074551920256941
92	1	1	0.031248	0.09700021078590132
93	0	0	0.005007	0.09921166580427637
94	0	0	0.005424	0.10070357203138866
95	0	0	0.011815	0.0998954966608267
96	0	0	0.006331	0.09995308250496887
97	1	0	0.008819	0.11461697307194563
98	0	0	0.003091	0.0947731721658519
99	0	0	0.000823	0.07435767305684772
100	0	0	0.00876	0.09416986980281823
101	1	1	0.024991	0.12263124086975594
102	0	1	0.034698	0.09375729622725787
103	0	1	0.035608	0.08560684048810031
104	1	1	0.102669	0.13646574550634788
105	0	0	0.011405	0.08188803187401321
106	0	1	0.116136	0.1257109198610307
107	0	0	0.01425	0.07808652533031302
108	0	0	0.003873	0.07646722631110028
109	0	1	0.061885	0.11495092230717964
110	0	0	0.010392	0.08870458605523689
111	0	0	0.003653	0.07534688731201246
112	0	0	0.011507	0.0767286462722135
113	0	0	0.019491	0.08332053349774023
114	0	0	0.012211	0.07572397654685394
115	0	1	0.031937	0.07880727364056465
116	0	0	0.000654	0.07629724877929067
117	0	0	0.001343	0.07538403192968936
118	0	0	0.00361	0.08892524781069167
119	0	0	0.001459	0.07562107117696752
120	0	0	0.001063	0.07443560050516929
121	0	0	0.001847	0.08742376762906981
122	0	0	0.001015	0.07432585594330769
123	0	0	0.001604	0.07794806333101968
124	0	0	0.007858	0.07468833814664672
125	0	0	0.009692	0.08619530644628236
126	0	0	0.010068	0.08072356064100607
127	0	0	0.004799	0.07598140464558856
128	0	0	0.005711	0.07273385126685325
129	0	0	0.00383	0.07580350831553621
130	0	0	0.003609	0.07704442166336488
131	0	0	0.001997	0.0770282738330436
132	0	0	0.00316	0.07272717705200321
133	0	0	0.003243	0.07345504411147508
134	0	0	0.004348	0.07467825611568607
135	0	0	0.005362	0.08627612077322086
136	0	0	0.00557	0.08075573229593744
137	0	0	0.002119	0.07579086489385486
138	0	0	0.001764	0.07245402433394048
139	0	0	0.001764	0.0724543117179218
140	0	0	0.00362	0.07306603872363625
141	0	0	0.004526	0.07316615805758135
142	0	0	0.018207	0.07811361045495091
143	0	0	0.018208	0.07812873115188528
144	0	0	0.007608	0.08025581086193526
145	0	0	0.00707	0.07770004783234741
146	0	0	0.002524	0.07275783012798352
147	0	0	0.004764	0.07612502762616945
148	0	0	0.003734	0.07468420377327507
149	0	0	0.004974	0.07540452433217504
150	0	0	0.003155	0.07311238615776666
151	0	0	0.003141	0.07307944190254156
152	0	0	0.007464	0.07478120225738591
153	0	0	0.003747	0.0730394049147434
154	0	0	0.005821	0.07576564720215305
155	0	0	0.007715	0.07228011768218368
156	0	0	0.00883	0.08447456807707643
157	0	0	0.007041	0.07391127873033675
158	0	0	0.005591	0.07309797038732188
159	0	0	0.009561	0.0827762921805003
160	0	1	0.036542	0.10065827092451056
161	0	0	0.003827	0.0835206443782702
162	0	0	0.002051	0.07613692870153452
163	1	0	0.009788	0.09422229561387391
164	0	0	0.003407	0.0744967111524511
165	0	0	0.002016	0.07247142753534952
166	0	0	0.002014	0.07297699346789513
167	0	0	0.010322	0.07295026770224322
168	0	0	0.011134	0.07445991285754841
169	0	0	0.012529	0.07618871585826009
170	1	1	0.047846	0.09330029307993361
171	0	0	0.01619	0.08310907492670952
172	0	0	0.01548	0.07251727102472326
173	0	0	0.019676	0.08328944886732555
174	0	0	0.021452	0.0861520737994624
175	1	1	0.083451	0.09251115089524939
176	0	0	0.015429	0.07292471430729719
177	0	1	0.027277	0.07278976391939022
178	0	1	0.026474	0.08314439122481422
179	1	0	0.021227	0.07623901794427915
180	0	0	0.013497	0.07277163646844872
181	1	0	0.013589	0.07253442329215941
182	0	0	0.013148	0.07368394927115282
183	1	1	0.062796	0.09198234669409194
184	0	0	0.012355	0.08637005699979437
185	0	0	0.013588	0.07253595080109312
186	1	0	0.017216	0.07627625201743862
187	0	0	0.01545	0.08301467515013444
188	1	0	0.018298	0.08342538022322185
189	0	0	0.008702	0.07303656968716879
190	0	0	0.010861	0.07311313481343928
191	0	0	0.011129	0.0736541132205454
192	0	0	0.007522	0.07994685984305966
193	0	0	0.010861	0.0731114044963944
194	0	0	0.011653	0.07911472001678
195	0	1	0.153329	0.11373442169923018
196	0	0	0.014699	0.07761766715530963
197	1	0	0.001434	0.07645146049706401
198	0	0	0.005699	0.0757139750264467
199	0	0	0.003312	0.07484111095140494
200	0	0	0.005699	0.07571100689353104
201	0	0	0.002134	0.07888952140342528
202	0	0	0.015388	0.0899550410757174
203	0	0	0.004558	0.07518869428045225
204	0	0	0.003727	0.07633392745303515
205	0	1	0.02481	0.10683297769690278
206	0	0	0.002588	0.07581469031180134
207	0	0	0.001829	0.07567619536307658
208	0	0	0.004538	0.07627349670433738
209	0	0	0.005562	0.08341524905182529
210	0	0	0.009123	0.07895448948349268
211	0	0	0.001841	0.07424197631098184
212	0	0	0.006724	0.07626556885563891
213	0	0	0.013519	0.07897334352231475
214	0	0	0.00271	0.07566915784968024
215	0	0	0.013519	0.07896777510792491
216	0	0	0.002728	0.0742367281713007
217	0	0	0.005927	0.0733985047859488
218	0	0	0.013296	0.07903451930378566
219	0	0	0.003294	0.07622622035489708
220	0	0	0.012606	0.08324320856867633
221	0	0	0.006043	0.07313590955033278
222	0	0	0.003654	0.07563421217461917
223	0	0	0.013296	0.07904015713710602
224	0	0	0.001319	0.08262979072966825
225	0	0	0.000937	0.07304201219084201
226	0	0	0.000984	0.07604998244411966
227	0	0	0.000991	0.07327782566629916
228	0	0	0.000343	0.07547736595024997
229	0	0	0.002072	0.07935689688437328
230	1	0	0.000661	0.07409305516911906
231	0	0	0.002072	0.07935091958632991
232	0	0	0.002194	0.082306712036323
233	0	0	0.000949	0.07243032934577118
234	0	0	0.002194	0.08231682688216388
235	0	0	0.000616	0.07449621011750181
236	0	0	0.001968	0.07273413970180567
237	0	0	0.000623	0.07496026388063977
238	0	0	0.0012	0.07953995245165976
239	0	0	0.000933	0.0726363100153672
240	0	0	0.000521	0.07333907475787035
241	0	0	0.00111	0.07468732131092103
242	0	0	0.000667	0.07314314293513893
243	0	0	0.008126	0.08637935943021621
244	0	0	0.009719	0.07322549487417424
245	0	0	0.014697	0.07798086714037955
246	0	0	0.0024	0.07333039421275445
247	0	0	0.002447	0.0724969798552067
248	0	0	0.010246	0.08588425796762084
249	0	0	0.00219	0.07279592157915114
250	0	0	0.004977	0.0748631806031109
251	0	0	0.01869	0.08584959518233705
252	0	0	0.01869	0.08583146857578922
253	0	0	0.009079	0.07487044112574248
254	0	0	0.011429	0.07286198054787069
255	0	0	0.003624	0.07518095580474583
256	0	0	0.00139	0.07275725031056908
257	0	0	0.003629	0.08547745816924682
258	0	0	0.004033	0.07492356933149515
259	0	0	0.00236	0.07514808523490903
260	0	0	0.003511	0.08525281232885609
261	0	0	0.00351	0.08199339979376234
262	0	0	0.001067	0.07575002822348949
263	0	0	0.002478	0.07529900884711557
264	0	0	0.000507	0.07652955810556661
265	0	0	0.001071	0.08713992776338103
266	0	0	0.001734	0.08806459183215667
267	0	0	0.00036	0.07711293743759101
