	Significant
3263	0
3203	0
3255	0
3167	0
3247	0
3271	0
3176	0
3111	0
3185	0
3229	0
3194	0
3221	0
3213	0
3071	0
3103	0
3295	0
3095	0
3287	0
3135	0
3088	0
3296	0
3112	0
3186	0
3195	0
3128	0
3072	0
3080	0
3104	0
3204	0
3120	0
3264	0
3160	0
3256	0
3168	0
3288	0
3196	0
3153	0
3129	0
3161	0
3056	0
3178	0
3169	0
3145	0
3187	0
3281	0
3257	0
3273	0
3205	0
3231	0
3297	0
3289	0
3290	0
3162	0
3224	0
3106	0
3065	0
3098	0
3240	0
3170	0
3114	0
3123	0
3107	0
3058	0
3083	0
3299	0
3291	1
3283	0
3251	0
3241	0
3198	0
3099	0
3155	0
3189	0
3171	0
3163	0
3147	0
5600	0
3132	0
3292	0
3284	0
3140	0
3276	0
3268	0
3148	0
3116	0
3252	0
3242	0
3164	0
3124	0
3218	0
3260	0
3208	0
3092	0
3084	0
3133	0
3235	0
3227	0
3219	0
3141	0
3200	0
3173	0
3165	0
3269	0
3125	0
3157	0
3293	0
3301	0
3117	0
3060	0
3285	0
3109	0
3166	0
3175	0
3184	0
3094	0
3294	0
3270	0
3220	0
3228	0
3236	0
3278	0
3158	0
3262	0
3110	0
3070	0
3078	0
3086	0
3102	0
3142	0
6909	0
6933	0
3244	0
6931	0
5602	0
3211	0
6941	0
6908	0
6934	0
8072	0
6902	0
6942	0
8061	0
8110	0
8077	0
8066	1
8093	0
8098	0
8121	0
6919	0
6935	0
6926	0
8067	0
6903	0
8099	0
8073	0
8111	0
8122	0
8078	0
6920	0
8100	0
8106	0
6914	0
8112	0
6904	0
8079	0
8068	0
6928	0
6921	0
8085	0
8080	0
8075	0
8069	0
8113	0
8213	0
8101	0
8064	0
8108	0
8070	0
8065	0
8226	0
8224	0
8215	0
8109	0
8216	0
8229	0
8225	0
8422	0
8431	0
8419	0
8416	0
8437	0
8413	0
8425	0
8407	0
8404	0
8428	0
8417	0
8236	0
8426	0
8427	0
8409	0
8415	0
8430	0
8421	0
8424	0
2925	0
3001	0
2958	0
8449	0
2984	0
2926	0
2917	0
3018	0
2959	0
3010	0
3019	0
3003	0
2918	0
2927	0
2986	0
3020	0
3012	0
2919	0
3004	0
2909	0
2962	0
3005	0
2980	0
3006	0
3014	0
2988	0
2910	0
2930	0
2931	0
2955	0
2973	0
2989	0
2922	0
2939	0
2947	0
2964	0
2990	0
2974	0
2999	0
3016	0
2932	0
3023	0
2923	0
2948	0
3009	0
2933	0
2924	0
3000	0
2991	0
2983	0
2975	0
3045	0
2950	0
2914	0
3026	0
3043	0
3049	0
3046	0
2915	0
2951	0
2952	0
3305	0
3053	0
3309	0
3054	0
3310	0
3308	0
65358	0
65354	0
65352	0
3334	0
65353	0
65355	0
65359	0
3408	0
3410	0
3407	0
3411	0
3401	0
3400	0
3409	0
3406	0
64981	0
64980	0
3945	0
3923	0
3930	0
3960	0
3924	0
3953	0
3925	0
3947	0
3933	0
3961	0
3962	0
3934	0
3963	0
3935	0
3942	0
3956	0
3927	0
3964	0
3950	0
3928	0
3957	0
3936	0
3929	0
3965	0
3958	0
4089	0
4096	0
4138	0
4181	0
4090	0
4220	0
4167	0
4229	0
4153	0
4139	0
4132	0
4125	0
4104	1
4097	0
4147	0
4105	1
4221	0
4175	0
4133	0
4126	0
4230	0
4162	0
4092	0
4155	0
4231	0
4113	0
4106	0
4183	0
4134	0
4263	0
4222	0
4093	0
4177	0
4114	0
4149	0
4107	0
4135	0
4128	0
4142	0
4184	0
4244	0
4264	0
4211	0
4171	0
4164	0
4157	0
4245	0
4143	0
4122	0
4115	0
4108	0
4224	0
4101	0
4212	0
4109	0
4137	0
4213	0
4246	0
4116	0
4308	0
4102	0
4158	0
4179	0
4225	0
4301	0
4315	0
4294	0
4273	0
4322	0
4095	0
4165	0
4123	0
4257	0
4274	0
4361	0
4267	0
4309	0
4302	0
4323	0
4288	0
4355	0
4235	0
4316	0
4275	0
4289	0
4282	0
4296	0
4356	0
4248	0
4324	0
4362	0
4268	0
4344	0
4351	0
4237	0
4345	0
4290	0
4318	0
4269	0
4283	0
4325	0
4357	0
4276	0
4259	0
4346	0
4312	0
4326	0
4358	0
4352	0
4364	0
4305	0
4298	0
4250	0
4291	0
4277	0
4359	0
4320	0
4261	0
4365	0
4347	0
4218	0
4292	0
4327	0
4348	0
4366	0
4219	0
4328	0
4252	0
4293	0
4286	0
4240	0
4279	0
4307	0
4314	0
4360	0
4321	0
64655	0
64643	0
64648	0
64653	0
64649	0
64650	0
64641	0
11371	0
11380	0
11372	0
11376	0
11373	0
11384	0
11392	0
11379	0
11397	0
11420	0
11389	0
11416	0
11402	0
11398	0
11417	0
11421	0
11407	0
11413	0
11394	0
11395	0
11404	0
11422	0
11408	0
11387	0
11391	0
11424	0
11425	0
11419	0
11415	0
65395	0
65394	0
65391	0
11432	0
11430	0
11428	0
11426	0
11431	0
11433	0
11434	0
11445	0
11443	0
11435	0
11466	0
11472	0
11460	0
11444	0
11467	0
11448	0
11474	0
11469	1
11463	0
11475	0
11457	0
11450	0
11470	0
11464	0
11476	0
11458	0
11441	0
11459	0
11452	0
11509	0
11510	0
11501	0
11494	0
11505	0
11517	0
11523	0
11514	0
11506	0
11502	0
11495	0
11500	0
11524	0
11507	0
11518	0
11521	0
11508	0
11522	0
11497	0
11513	0
11504	0
11519	0
11525	0
18649	0
18956	0
18665	0
18779	0
18847	1
18806	0
18697	0
18589	0
18998	0
18605	0
18854	0
18991	0
18745	0
18881	0
18528	0
18738	0
18831	0
18877	0
18949	0
18814	0
18784	0
18798	0
18559	0
18746	0
18642	0
18950	0
18957	0
18848	1
18992	0
18792	0
18598	0
18780	0
19006	0
18999	0
18889	0
18560	0
18883	0
18716	0
18879	0
18576	0
18740	0
18600	0
18801	0
18817	0
18608	0
19008	0
19000	0
18545	0
18747	0
18793	0
18708	0
18531	0
18834	0
18644	0
18592	0
18809	0
18835	0
18794	0
18858	0
18782	0
18766	0
18810	0
18757	0
18818	0
18725	0
18734	0
18843	0
18827	0
18775	0
18867	0
18524	0
18700	0
18945	0
18627	0
18960	0
18617	0
18969	0
18609	0
18978	0
18645	0
18987	0
18585	0
18577	0
18562	0
18537	0
18693	0
18876	0
18880	0
18911	0
18919	0
18884	0
18669	0
18646	0
18578	0
18556	0
18694	0
18547	0
18538	0
18710	0
18563	0
18767	0
18718	0
18735	0
18662	0
18749	0
18670	0
18678	0
18586	0
18618	0
18929	0
18988	0
18828	0
18961	0
18836	0
18953	0
18844	0
18851	0
18902	0
18995	0
19191	0
18803	0
18811	0
19182	0
18654	0
19201	0
18671	0
18548	0
18903	0
18688	0
18894	0
18886	0
19003	0
18971	0
18647	0
18611	0
18954	0
19192	0
18695	0
18962	0
18789	0
18711	0
18719	0
18796	0
18852	0
18768	0
18604	0
18540	0
18558	0
18573	0
18580	0
19004	0
18760	0
18805	0
18672	0
18914	0
18664	0
18689	0
18931	0
19752	0
18862	0
19727	0
19194	0
19680	0
18681	0
18530	0
18704	0
18800	0
19695	0
19785	0
18550	0
19711	0
19777	0
19769	0
19719	0
19761	0
19203	0
19743	0
18631	0
18770	0
18621	0
18841	0
18958	0
18833	0
18729	0
18615	0
18871	0
18607	0
18973	0
18822	0
18932	0
18721	0
18982	0
19185	0
18905	0
18856	0
18581	0
18808	0
18591	0
18816	0
18923	0
18752	0
18656	0
18667	0
19007	0
18974	0
19704	0
19778	0
18983	0
19186	0
18916	0
19712	0
18863	0
18722	0
18965	0
19762	0
19770	0
18632	0
19195	0
18567	0
19884	0
18771	0
19728	0
18762	0
18705	0
19675	0
18906	0
18942	0
19681	0
18657	0
19852	0
18872	0
19900	0
19753	0
19786	0
18753	0
18823	0
19908	0
18542	0
18730	0
18568	0
18873	0
19885	0
18683	0
18917	0
19771	0
18984	0
18754	0
19779	0
19877	0
18543	0
19787	0
18907	0
18658	0
19853	0
18552	0
18898	0
19861	0
19893	0
18966	0
19713	0
18864	0
18706	0
19901	0
18623	0
18824	0
19697	0
19705	0
19721	0
18772	0
19909	0
19729	0
19196	0
18731	0
18659	0
20184	0
20208	0
19862	0
20202	0
20190	0
20196	0
19910	0
19878	0
18544	0
18865	0
19902	0
18707	0
19197	0
18732	0
19886	0
18874	0
19870	0
18944	0
19854	0
19722	0
18569	0
19692	0
19714	0
19755	0
19746	0
18634	0
19738	0
19706	0
19730	0
18967	0
18624	0
19772	0
18755	0
18553	0
18908	0
18985	0
19780	0
19683	0
18825	0
19678	0
19189	0
20421	0
19903	0
20381	0
20373	0
19684	0
19911	0
20356	0
20351	0
20429	0
19693	0
19863	0
19715	0
18875	0
19756	0
19765	0
19773	0
19781	0
18900	0
18866	0
18977	0
20409	0
19198	0
20191	0
18635	0
20414	0
20192	0
20374	0
20204	0
20410	0
20210	0
20352	0
20357	0
20362	0
20216	0
19856	0
19757	0
19864	0
19872	0
19774	0
20186	0
19724	0
19685	0
19694	0
19708	0
19904	0
19873	0
19791	0
20368	0
19897	0
19881	0
20416	0
20363	0
19775	0
20383	0
19709	0
20205	0
20431	0
20388	0
19733	0
20423	0
20396	0
19913	0
20384	0
20412	0
20424	0
19702	0
19710	0
19718	0
19776	0
19858	0
19898	0
20389	0
20354	0
20194	0
20439	0
20364	0
20359	0
20369	0
20365	0
20355	0
20370	0
19859	0
20360	0
20462	0
19891	0
19875	0
20219	0
20195	0
20385	0
19688	0
20201	0
20377	0
20390	0
19760	0
19907	0
20492	0
20498	0
20471	0
20489	0
20474	0
20513	0
20483	0
20477	0
20495	0
20399	0
20507	0
20426	0
20510	0
20504	0
20378	0
20501	0
20463	0
20508	0
20493	0
20490	0
20379	0
20400	0
20427	0
20505	0
20484	0
20511	0
20468	0
